"Órgão (Cod)";"Órgão";"UO (Cod)";"UO";"Função (Cod)";"Função";"Subfunção (Cod)";"Subfunção";"GND (Cod)";"GND";"Autorizado";"Pago";"RP Pago"
"26000";"MINISTERIO DA EDUCACAO";"26267";"UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO AMERICANA";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"104400";"6188.49";"0"
"26000";"MINISTERIO DA EDUCACAO";"26244";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"99522661";"95043317.91";"0"
"26000";"MINISTERIO DA EDUCACAO";"26369";"HOSPITAL UNIVERSITÁRIO JOÃO DE BARROS BARRETO";"12";"EDUCACAO";"302";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"50451095";"49268600.09";"0"
"26000";"MINISTERIO DA EDUCACAO";"26404";"INSTITUTO FEDERAL BAIANO";"12";"EDUCACAO";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"3470564";"3160305.6";"0"
"26000";"MINISTERIO DA EDUCACAO";"26251";"FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS";"12";"EDUCACAO";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"2354149";"2212825.23";"0"
"26000";"MINISTERIO DA EDUCACAO";"26436";"INSTITUTO FEDERAL SUL-RIO-GRANDENSE";"12";"EDUCACAO";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"5220000";"5199876.55";"0"
"26000";"MINISTERIO DA EDUCACAO";"26232";"UNIVERSIDADE FEDERAL DA BAHIA";"12";"EDUCACAO";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"15677828";"15655154.7";"0"
"26000";"MINISTERIO DA EDUCACAO";"26235";"UNIVERSIDADE FEDERAL DE GOIÁS";"12";"EDUCACAO";"362";"ENSINO MEDIO";"4";"INVESTIMENTOS";"0";"0";"58265.45"
"26000";"MINISTERIO DA EDUCACAO";"26101";"MINISTÉRIO DA EDUCAÇÃO";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"5";"INVERSOES FINANCEIRAS";"11658000";"5548000";"7391000"
"26000";"MINISTERIO DA EDUCACAO";"26104";"INSTITUTO NACIONAL DE EDUCAÇÃO DE SURDOS";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"360000";"298309.58";"0"
"26000";"MINISTERIO DA EDUCACAO";"26283";"FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL";"12";"EDUCACAO";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"256710";"239992.81";"0"
"26000";"MINISTERIO DA EDUCACAO";"26355";"ESCOLA TECNICA FEDERAL DO MATO GROSSO DO SUL";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"8000"
"26000";"MINISTERIO DA EDUCACAO";"26292";"FUNDAÇÃO JOAQUIM NABUCO";"12";"EDUCACAO";"573";"DIFUSAO DO CONHECIMENTO CIENTIFICO E TECNOLOGICO";"3";"OUTRAS DESPESAS CORRENTES";"1605420";"448076.17";"88610.14"
"26000";"MINISTERIO DA EDUCACAO";"26434";"INSTITUTO FEDERAL FLUMINENSE";"12";"EDUCACAO";"362";"ENSINO MEDIO";"4";"INVESTIMENTOS";"0";"0";"17944"
"26000";"MINISTERIO DA EDUCACAO";"26439";"INSTITUTO FEDERAL DE SÃO PAULO";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"115478322";"114947769.1";"0"
"26000";"MINISTERIO DA EDUCACAO";"26245";"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"1";"PESSOAL E ENCARGOS SOCIAIS";"870282831";"860250917.72";"50165.67"
"26000";"MINISTERIO DA EDUCACAO";"26291";"FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR - CAPES";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"102000";"31551.86";"0"
"26000";"MINISTERIO DA EDUCACAO";"26429";"INSTITUTO FEDERAL DE GOIÁS";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"17196807";"16870741.88";"0"
"26000";"MINISTERIO DA EDUCACAO";"26366";"HOSPITAL UNIVERSITÁRIO ANTONIO PEDRO";"12";"EDUCACAO";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"5919711";"5600514.78";"0"
"26000";"MINISTERIO DA EDUCACAO";"26365";"HOSPITAL DAS CLÍNICAS DA UNIVERSIDADE FEDERAL DE GOIÁS";"12";"EDUCACAO";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"144000";"115732.3";"0"
"26000";"MINISTERIO DA EDUCACAO";"26233";"UNIVERSIDADE FEDERAL DO CEARÁ";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"1";"PESSOAL E ENCARGOS SOCIAIS";"367419251";"349650903.8";"0"
"26000";"MINISTERIO DA EDUCACAO";"26406";"INSTITUTO FEDERAL DO ESPÍRITO SANTO";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"167705726";"144713244.83";"6292.05"
"26000";"MINISTERIO DA EDUCACAO";"26277";"FUNDAÇÃO UNIVERSIDADE FEDERAL DE OURO PRETO";"12";"EDUCACAO";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"5908037";"5876470.29";"0"
"26000";"MINISTERIO DA EDUCACAO";"26408";"INSTITUTO FEDERAL DO MARANHÃO";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"855958";"833276.97";"0"
"26000";"MINISTERIO DA EDUCACAO";"26435";"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"520453";"163798.48";"0"
"26000";"MINISTERIO DA EDUCACAO";"26414";"INSTITUTO FEDERAL DO MATO GROSSO";"12";"EDUCACAO";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"214099";"209725.02";"0"
"26000";"MINISTERIO DA EDUCACAO";"26418";"INSTITUTO FEDERAL DE PERNAMBUCO";"12";"EDUCACAO";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"3298548";"3163677.63";"0"
"26000";"MINISTERIO DA EDUCACAO";"26235";"UNIVERSIDADE FEDERAL DE GOIÁS";"12";"EDUCACAO";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"480000";"414512.62";"0"
"26000";"MINISTERIO DA EDUCACAO";"26238";"UNIVERSIDADE FEDERAL DE MINAS GERAIS";"12";"EDUCACAO";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"11989970";"11450339.89";"0"
"26000";"MINISTERIO DA EDUCACAO";"26233";"UNIVERSIDADE FEDERAL DO CEARÁ";"12";"EDUCACAO";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"468000";"418583.7";"0"
"26000";"MINISTERIO DA EDUCACAO";"26261";"UNIVERSIDADE FEDERAL DE ITAJUBÁ";"12";"EDUCACAO";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"150000";"142870.35";"44664.34"
"26000";"MINISTERIO DA EDUCACAO";"26201";"COLÉGIO PEDRO II";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"56620908";"34252198";"0"
"26000";"MINISTERIO DA EDUCACAO";"26275";"FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE";"12";"EDUCACAO";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"1226528";"1077664";"0"
"26000";"MINISTERIO DA EDUCACAO";"26399";"HOSPITAL UNIVERSITÁRIO DA FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"48000";"36937.33";"0"
"26000";"MINISTERIO DA EDUCACAO";"26431";"INSTITUTO FEDERAL DO PIAUÍ";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"4";"INVESTIMENTOS";"88996";"87530";"0"
"26000";"MINISTERIO DA EDUCACAO";"26416";"INSTITUTO FEDERAL DO PARÁ";"12";"EDUCACAO";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"202388";"191472.71";"0"
"26000";"MINISTERIO DA EDUCACAO";"26430";"INSTITUTO FEDERAL DO SERTÃO PERNAMBUCANO";"12";"EDUCACAO";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"2519316";"2515984.66";"0"
"26000";"MINISTERIO DA EDUCACAO";"26255";"UNIVERSIDADE FEDERAL DO VALE DO JEQUITINHONHA E MUCURI";"12";"EDUCACAO";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"199687";"79703.63";"38147.26"
"26000";"MINISTERIO DA EDUCACAO";"26421";"INSTITUTO FEDERAL DE RONDÔNIA";"12";"EDUCACAO";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"1028133";"326692.71";"52702.49"
"26000";"MINISTERIO DA EDUCACAO";"26424";"INSTITUTO FEDERAL DO TOCANTINS";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"540000";"502677.41";"0"
"26000";"MINISTERIO DA EDUCACAO";"26435";"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"119726424";"117998547.35";"3017"
"26000";"MINISTERIO DA EDUCACAO";"26274";"UNIVERSIDADE FEDERAL DE UBERLÂNDIA";"12";"EDUCACAO";"571";"DESENVOLVIMENTO CIENTIFICO";"4";"INVESTIMENTOS";"0";"0";"326953.83"
"26000";"MINISTERIO DA EDUCACAO";"26257";"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS";"12";"EDUCACAO";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"825000";"742855.22";"28948.63"
"26000";"MINISTERIO DA EDUCACAO";"26374";"COMPLEXO HOSPITALAR E DE SAÚDE DA UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"19999950";"18204797.74";"0"
"26000";"MINISTERIO DA EDUCACAO";"26250";"FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA";"12";"EDUCACAO";"302";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"86384.86"
"26000";"MINISTERIO DA EDUCACAO";"26434";"INSTITUTO FEDERAL FLUMINENSE";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"590841";"368199.8";"0"
"26000";"MINISTERIO DA EDUCACAO";"26433";"INSTITUTO FEDERAL DO RIO DE JANEIRO";"12";"EDUCACAO";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"1752773";"1637002.76";"9269"
"26000";"MINISTERIO DA EDUCACAO";"26423";"INSTITUTO FEDERAL DE SERGIPE";"12";"EDUCACAO";"128";"FORMACAO DE RECURSOS HUMANOS";"4";"INVESTIMENTOS";"0";"0";"231120"
"26000";"MINISTERIO DA EDUCACAO";"26398";"HOSPITAL DAS CLÍNICAS DA FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"5333320";"5046525.47";"0"
"26000";"MINISTERIO DA EDUCACAO";"26402";"INSTITUTO FEDERAL DE ALAGOAS";"12";"EDUCACAO";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"1871843";"1779071.19";"0"
"26000";"MINISTERIO DA EDUCACAO";"26429";"INSTITUTO FEDERAL DE GOIÁS";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"1142000";"1125756.7";"0"
"26000";"MINISTERIO DA EDUCACAO";"26445";"HOSPITAL UNIVERSITÁRIO DA UNIFESP";"12";"EDUCACAO";"302";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"122917866";"122917863.02";"0"
"26000";"MINISTERIO DA EDUCACAO";"26242";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"79247152";"75621599.82";"0"
"26000";"MINISTERIO DA EDUCACAO";"26422";"INSTITUTO FEDERAL CATARINENSE";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"12916640";"12371526.53";"0"
"26000";"MINISTERIO DA EDUCACAO";"26374";"COMPLEXO HOSPITALAR E DE SAÚDE DA UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"180000";"144927.65";"0"
"26000";"MINISTERIO DA EDUCACAO";"26253";"UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"261120";"146201.57";"0"
"26000";"MINISTERIO DA EDUCACAO";"26365";"HOSPITAL DAS CLÍNICAS DA UNIVERSIDADE FEDERAL DE GOIÁS";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"14666630";"12904241.72";"0"
"26000";"MINISTERIO DA EDUCACAO";"26444";"HOSPITAL E MATERNIDADE VICTOR FERREIRA DO AMARAL";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"443333";"334086.06";"0"
"26000";"MINISTERIO DA EDUCACAO";"26427";"INSTITUTO FEDERAL DA BAHIA";"12";"EDUCACAO";"128";"FORMACAO DE RECURSOS HUMANOS";"4";"INVESTIMENTOS";"0";"0";"570336.45"
"26000";"MINISTERIO DA EDUCACAO";"26402";"INSTITUTO FEDERAL DE ALAGOAS";"12";"EDUCACAO";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"4330000";"4306963.37";"0"
"26000";"MINISTERIO DA EDUCACAO";"26373";"HOSPITAL DAS CLÍNICAS DA UNIVERSIDADE FEDERAL DE PERNAMBUCO";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"19775048";"18215347.54";"0"
"26000";"MINISTERIO DA EDUCACAO";"26254";"UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"4";"INVESTIMENTOS";"77833";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26401";"HOSPITAL UNIVERSITÁRIO MARIA PEDROSSIAN";"12";"EDUCACAO";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"1707780";"1509069.77";"29000"
"26000";"MINISTERIO DA EDUCACAO";"26405";"INSTITUTO FEDERAL DO CEARÁ";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"403367";"96366.72";"0"
"26000";"MINISTERIO DA EDUCACAO";"26436";"INSTITUTO FEDERAL SUL-RIO-GRANDENSE";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"4";"INVESTIMENTOS";"7500";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26253";"UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA";"12";"EDUCACAO";"128";"FORMACAO DE RECURSOS HUMANOS";"4";"INVESTIMENTOS";"66359";"0";"7640.6"
"26000";"MINISTERIO DA EDUCACAO";"26260";"UNIVERSIDADE FEDERAL DE ALFENAS";"12";"EDUCACAO";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"2573300";"2550471.94";"0"
"26000";"MINISTERIO DA EDUCACAO";"26368";"HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DE MINAS GERAIS";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"3";"OUTRAS DESPESAS CORRENTES";"1000";"1000";"0"
"26000";"MINISTERIO DA EDUCACAO";"26266";"FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA";"12";"EDUCACAO";"571";"DESENVOLVIMENTO CIENTIFICO";"4";"INVESTIMENTOS";"0";"0";"2179886.1"
"26000";"MINISTERIO DA EDUCACAO";"26232";"UNIVERSIDADE FEDERAL DA BAHIA";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"1800000";"1574676.76";"0"
"26000";"MINISTERIO DA EDUCACAO";"26290";"INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA";"12";"EDUCACAO";"212";"COOPERACAO INTERNACIONAL";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"117778.89"
"26000";"MINISTERIO DA EDUCACAO";"26237";"UNIVERSIDADE FEDERAL DE JUIZ DE FORA";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"34777733";"34777733";"0"
"26000";"MINISTERIO DA EDUCACAO";"26369";"HOSPITAL UNIVERSITÁRIO JOÃO DE BARROS BARRETO";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"9543310";"9181078.84";"0"
"26000";"MINISTERIO DA EDUCACAO";"26408";"INSTITUTO FEDERAL DO MARANHÃO";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"21231358";"21231358";"0"
"26000";"MINISTERIO DA EDUCACAO";"26234";"UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO";"12";"EDUCACAO";"571";"DESENVOLVIMENTO CIENTIFICO";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"123512.29"
"26000";"MINISTERIO DA EDUCACAO";"26393";"HOSPITAL UNIVERSITÁRIO DE BRASÍLIA";"12";"EDUCACAO";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"192000";"145428.43";"0"
"26000";"MINISTERIO DA EDUCACAO";"26280";"FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"448535";"102812.5";"0"
"26000";"MINISTERIO DA EDUCACAO";"26321";"ESCOLA AGROTECNICA FEDERAL DE MANAUS";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"0";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26234";"UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"1918234";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26239";"UNIVERSIDADE FEDERAL DO PARÁ";"12";"EDUCACAO";"362";"ENSINO MEDIO";"4";"INVESTIMENTOS";"0";"0";"83375.7"
"26000";"MINISTERIO DA EDUCACAO";"26236";"UNIVERSIDADE FEDERAL FLUMINENSE";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"4";"INVESTIMENTOS";"24311";"13880";"0"
"26000";"MINISTERIO DA EDUCACAO";"26245";"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO";"12";"EDUCACAO";"362";"ENSINO MEDIO";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"2272.48"
"26000";"MINISTERIO DA EDUCACAO";"26351";"UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"4";"INVESTIMENTOS";"202500";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26426";"INSTITUTO FEDERAL DO AMAPÁ";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"175252";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26274";"UNIVERSIDADE FEDERAL DE UBERLÂNDIA";"12";"EDUCACAO";"571";"DESENVOLVIMENTO CIENTIFICO";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"8940.38"
"26000";"MINISTERIO DA EDUCACAO";"26363";"MATERNIDADE ASSIS CHATEAUBRIAN";"12";"EDUCACAO";"302";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"334639.68"
"26000";"MINISTERIO DA EDUCACAO";"26437";"INSTITUTO FEDERAL DE RORAIMA";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"4";"INVESTIMENTOS";"153586";"86596.02";"0"
"26000";"MINISTERIO DA EDUCACAO";"26342";"ESCOLA AGROTECNICA FEDERAL DE COLOR. DO OESTE";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26358";"HOSPITAL UNIVERSITÁRIO PROF. ALBERTO ANTUNES";"12";"EDUCACAO";"302";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";"3";"OUTRAS DESPESAS CORRENTES";"1017988";"7169.65";"199345.5"
"26000";"MINISTERIO DA EDUCACAO";"26394";"HOSPITAL UNIVERSITÁRIO DA FUNDAÇÃO UNIVERSIDADE DO MARANHÃO";"12";"EDUCACAO";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"119700";"0";"105.17"
"26000";"MINISTERIO DA EDUCACAO";"26411";"INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"1076867";"148476.42";"0"
"26000";"MINISTERIO DA EDUCACAO";"26278";"FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26273";"FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE - RS";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"4";"INVESTIMENTOS";"2500";"950.22";"0"
"26000";"MINISTERIO DA EDUCACAO";"26292";"FUNDAÇÃO JOAQUIM NABUCO";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"57818.76"
"26000";"MINISTERIO DA EDUCACAO";"26216";"CENTRO FED. DE EDUC. TECNOLOGICA DO PIAUI";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"0";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26270";"FUNDAÇÃO UNIVERSIDADE DO AMAZONAS";"12";"EDUCACAO";"126";"TECNOLOGIA DA INFORMACAO";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26211";"CENTRO FEDERAL DE EDUC. TECNOL. DE OURO PRETO";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"4";"INVESTIMENTOS";"0";"0";"3389.39"
"26000";"MINISTERIO DA EDUCACAO";"26219";"CENTRO FED,DE EDUC.TECNOLOGICA DE S.CATARINA";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26356";"INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"4";"INVESTIMENTOS";"0";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26240";"UNIVERSIDADE FEDERAL DA PARAÍBA";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"4";"INVESTIMENTOS";"2500";"0";"0"
"52000";"MINISTERIO DA DEFESA";"52131";"COMANDO DA MARINHA";"09";"PREVIDENCIA SOCIAL";"272";"PREVIDENCIA DO REGIME ESTATUTARIO";"1";"PESSOAL E ENCARGOS SOCIAIS";"7681485946";"7652548017.2";"0"
"25000";"MINISTERIO DA FAZENDA";"25103";"SECRETARIA DA RECEITA FEDERAL DO BRASIL";"NA";"NÃO APLICÁVEL";"NA";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"0";"0";"0"
"55000";"MINISTERIO DO DESENVOLVIMENTO SOCIAL E COMBATE À FOME";"55901";"FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL";"NA";"NÃO APLICÁVEL";"NA";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"0";"0";"0"
"25000";"MINISTERIO DA FAZENDA";"25104";"PROCURADORIA-GERAL DA FAZENDA NACIONAL";"04";"ADMINISTRACAO";"122";"ADMINISTRACAO GERAL";"4";"INVESTIMENTOS";"31819704";"1009869.08";"3841939.77"
"25000";"MINISTERIO DA FAZENDA";"25104";"PROCURADORIA-GERAL DA FAZENDA NACIONAL";"04";"ADMINISTRACAO";"122";"ADMINISTRACAO GERAL";"3";"OUTRAS DESPESAS CORRENTES";"130988456";"114135800.96";"5416574.56"
"36000";"MINISTERIO DA SAUDE";"36901";"FUNDO NACIONAL DE SAÚDE";"10";"SAUDE";"305";"VIGILANCIA EPIDEMIOLOGICA";"3";"OUTRAS DESPESAS CORRENTES";"2863649000";"2120005558.39";"294970088.42"
"36000";"MINISTERIO DA SAUDE";"36901";"FUNDO NACIONAL DE SAÚDE";"10";"SAUDE";"301";"ATENCAO BASICA";"4";"INVESTIMENTOS";"4020047485";"299541741.49";"342078275.23"
"30000";"MINISTERIO DA JUSTICA";"30211";"CONSELHO ADMINISTRATIVO DE DEFESA ECONÔMICA";"14";"DIREITOS DA CIDADANIA";"122";"ADMINISTRACAO GERAL";"4";"INVESTIMENTOS";"8449999";"3956087.55";"62964.43"
