"Órgão (Cod)";"Órgão";"UO (Cod)";"UO";"Função (Cod)";"Função";"Subfunção (Cod)";"Subfunção";"GND (Cod)";"GND";"Autorizado";"Pago";"RP Pago"
"14000";"JUSTICA ELEITORAL";"14108";"TRIBUNAL REGIONAL ELEITORAL DO ESPÍRITO SANTO";"02";"JUDICIARIA";"126";"TECNOLOGIA DA INFORMACAO";"4";"INVESTIMENTOS";"0";"0";"0"
"32000";"MINISTERIO DE MINAS E ENERGIA";"32263";"DEPARTAMENTO NACIONAL DE PRODUÇÃO MINERAL - DNPM";"22";"INDUSTRIA";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"6270000";"6235582.21";"0"
"26000";"MINISTERIO DA EDUCACAO";"26397";"HOSPITAL JÚLIO MULLER";"12";"EDUCACAO";"302";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";"4";"INVESTIMENTOS";"8158668";"742";"23499.84"
"53000";"MINISTERIO DA INTEGRACAO NACIONAL";"53101";"MINISTÉRIO DA INTEGRAÇÃO NACIONAL";"23";"COMERCIO E SERVICOS";"122";"ADMINISTRACAO GERAL";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26401";"HOSPITAL UNIVERSITÁRIO MARIA PEDROSSIAN";"09";"PREVIDENCIA SOCIAL";"272";"PREVIDENCIA DO REGIME ESTATUTARIO";"1";"PESSOAL E ENCARGOS SOCIAIS";"12000";"0";"0"
"39000";"MINISTERIO DOS TRANSPORTES";"68201";"AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS-ANTAQ";"26";"TRANSPORTE";"131";"COMUNICACAO SOCIAL";"3";"OUTRAS DESPESAS CORRENTES";"200000";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26410";"INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS";"09";"PREVIDENCIA SOCIAL";"272";"PREVIDENCIA DO REGIME ESTATUTARIO";"1";"PESSOAL E ENCARGOS SOCIAIS";"7404999";"7196374.33";"0"
"20000";"PRESIDENCIA DA REPUBLICA";"60101";"GABINETE DA VICE-PRESIDENCIA DA REPUBLICA";"04";"ADMINISTRACAO";"122";"ADMINISTRACAO GERAL";"4";"INVESTIMENTOS";"66667";"0";"0"
"44000";"MINISTERIO DO MEIO AMBIENTE";"44101";"MINISTÉRIO DO MEIO AMBIENTE";"18";"GESTAO AMBIENTAL";"121";"PLANEJAMENTO E ORCAMENTO";"4";"INVESTIMENTOS";"20000";"0";"0"
"71000";"ENCARGOS FINANCEIROS DA UNIAO";"71101";"RECURSOS SOB SUPERVISÃO DO MINISTÉRIO DA FAZENDA";"28";"ENCARGOS ESPECIAIS";"784";"TRANSPORTE HIDROVIARIO";"5";"INVERSOES FINANCEIRAS";"50000";"0";"0"
"22000";"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO";"22202";"EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA - EMBRAPA";"20";"AGRICULTURA";"572";"DESENVOLVIMENTO TECNOLOGICO E ENGENHARIA";"5";"INVERSOES FINANCEIRAS";"850000";"0";"0"
"14000";"JUSTICA ELEITORAL";"14112";"TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO DO SUL";"02";"JUDICIARIA";"131";"COMUNICACAO SOCIAL";"3";"OUTRAS DESPESAS CORRENTES";"40000";"0";"0"
"53000";"MINISTERIO DA INTEGRACAO NACIONAL";"53101";"MINISTÉRIO DA INTEGRAÇÃO NACIONAL";"14";"DIREITOS DA CIDADANIA";"244";"ASSISTENCIA COMUNITARIA";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"0"
"71000";"ENCARGOS FINANCEIROS DA UNIAO";"71101";"RECURSOS SOB SUPERVISÃO DO MINISTÉRIO DA FAZENDA";"28";"ENCARGOS ESPECIAIS";"451";"INFRA-ESTRUTURA URBANA";"3";"OUTRAS DESPESAS CORRENTES";"5000000";"0";"0"
"30000";"MINISTERIO DA JUSTICA";"30107";"DEPARTAMENTO DE POLÍCIA RODOVIÁRIA FEDERAL";"06";"SEGURANCA PUBLICA";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"4800000";"3738461.14";"168743.13"
"15000";"JUSTICA DO TRABALHO";"15121";"TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIÃO - SERGIPE";"02";"JUDICIARIA";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"500";"0";"0"
"14000";"JUSTICA ELEITORAL";"14105";"TRIBUNAL REGIONAL ELEITORAL DA BAHIA";"02";"JUDICIARIA";"126";"TECNOLOGIA DA INFORMACAO";"4";"INVESTIMENTOS";"0";"0";"0"
"14000";"JUSTICA ELEITORAL";"14113";"TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS";"02";"JUDICIARIA";"061";"ACAO JUDICIARIA";"1";"PESSOAL E ENCARGOS SOCIAIS";"0";"0";"12.39"
"32000";"MINISTERIO DE MINAS E ENERGIA";"32101";"MINISTÉRIO DE MINAS E ENERGIA";"25";"ENERGIA";"753";"PETROLEO";"3";"OUTRAS DESPESAS CORRENTES";"1000000";"0";"0"
"58000";"MINISTERIO DA PESCA E AQUICULTURA";"58101";"MINISTÉRIO DA PESCA E AQUICULTURA";"20";"AGRICULTURA";"128";"FORMACAO DE RECURSOS HUMANOS";"4";"INVESTIMENTOS";"0";"0";"0"
"52000";"MINISTERIO DA DEFESA";"52932";"FUNDO DE DESENVOLVIMENTO DO ENSINO PROFISSIONAL MARÍTIMO";"NA";"NÃO APLICÁVEL";"NA";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"0";"0";"0"
"39000";"MINISTERIO DOS TRANSPORTES";"39901";"FUNDO DA MARINHA MERCANTE - FMM";"26";"TRANSPORTE";"784";"TRANSPORTE HIDROVIARIO";"3";"OUTRAS DESPESAS CORRENTES";"140000000";"139971699.3";"0"
"52000";"MINISTERIO DA DEFESA";"52932";"FUNDO DE DESENVOLVIMENTO DO ENSINO PROFISSIONAL MARÍTIMO";"99";"RESERVA DE CONTINGENCIA";"999";"RESERVA DE CONTINGENCIA";"9";"RESERVA DE CONTINGENCIA";"27813872";"0";"0"
"52000";"MINISTERIO DA DEFESA";"52911";"FUNDO AERONÁUTICO";"05";"DEFESA NACIONAL";"128";"FORMACAO DE RECURSOS HUMANOS";"4";"INVESTIMENTOS";"17906098";"7128.39";"0"
"25000";"MINISTERIO DA FAZENDA";"25208";"SUPERINTENDÊNCIA DE SEGUROS PRIVADOS";"04";"ADMINISTRACAO";"126";"TECNOLOGIA DA INFORMACAO";"4";"INVESTIMENTOS";"3844600";"962282.86";"159845.48"
"52000";"MINISTERIO DA DEFESA";"52931";"FUNDO NAVAL";"05";"DEFESA NACIONAL";"152";"DEFESA NAVAL";"3";"OUTRAS DESPESAS CORRENTES";"86033224";"61822222.92";"3871838.49"
"52000";"MINISTERIO DA DEFESA";"52931";"FUNDO NAVAL";"05";"DEFESA NACIONAL";"482";"HABITACAO URBANA";"4";"INVESTIMENTOS";"25000000";"3936605.12";"9012879.36"
"36000";"MINISTERIO DA SAUDE";"36213";"AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR";"10";"SAUDE";"126";"TECNOLOGIA DA INFORMACAO";"3";"OUTRAS DESPESAS CORRENTES";"27167959";"23687970.39";"6461944.31"
"74000";"OPERACOES OFICIAIS DE CREDITO";"74205";"RECURSOS SOB SUPERVISÃO DA CAIXA DE FINANCIAMENTO IMOBILIÁRIO DA AERONÁUTICA";"05";"DEFESA NACIONAL";"482";"HABITACAO URBANA";"5";"INVERSOES FINANCEIRAS";"2000000";"535200";"0"
"26000";"MINISTERIO DA EDUCACAO";"26432";"INSTITUTO FEDERAL DO PARANÁ";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"3";"OUTRAS DESPESAS CORRENTES";"45418";"45417";"0"
"52000";"MINISTERIO DA DEFESA";"52911";"FUNDO AERONÁUTICO";"05";"DEFESA NACIONAL";"722";"TELECOMUNICACOES";"4";"INVESTIMENTOS";"140000";"0";"307328.06"
"52000";"MINISTERIO DA DEFESA";"52931";"FUNDO NAVAL";"05";"DEFESA NACIONAL";"122";"ADMINISTRACAO GERAL";"4";"INVESTIMENTOS";"6903947";"185971.97";"181007.13"
"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC";"NA";"NÃO APLICÁVEL";"NA";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"0";"0";"0"
"52000";"MINISTERIO DA DEFESA";"52232";"CAIXA DE CONSTRUÇÕES DE CASAS PARA O PESSOAL DA MARINHA - CCCPM";"28";"ENCARGOS ESPECIAIS";"843";"SERVICO DA DIVIDA INTERNA";"6";"AMORTIZACAO/REFINANCIAMENTO DA DIVIDA";"500000";"342116.44";"83065.71"
"52000";"MINISTERIO DA DEFESA";"52901";"FUNDO DO MINISTÉRIO DA DEFESA";"05";"DEFESA NACIONAL";"122";"ADMINISTRACAO GERAL";"4";"INVESTIMENTOS";"230184";"72989.77";"19231.24"
"36000";"MINISTERIO DA SAUDE";"36213";"AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR";"10";"SAUDE";"122";"ADMINISTRACAO GERAL";"3";"OUTRAS DESPESAS CORRENTES";"35200000";"32524435.2";"2218617.74"
"41000";"MINISTERIO DAS COMUNICACOES";"41903";"FUNDO PARA O DESENVOLVIMENTO TECNOLÓGICO DAS TELECOMUNICAÇÕES - FUNTTEL";"99";"RESERVA DE CONTINGENCIA";"999";"RESERVA DE CONTINGENCIA";"9";"RESERVA DE CONTINGENCIA";"162936760";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26385";"HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DA GRANDE DOURADOS";"12";"EDUCACAO";"302";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";"4";"INVESTIMENTOS";"2681499";"117772.65";"885987.41"
"49000";"MINISTERIO DO DESENVOLVIMENTO AGRARIO";"49101";"MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO";"21";"ORGANIZACAO AGRARIA";"244";"ASSISTENCIA COMUNITARIA";"4";"INVESTIMENTOS";"0";"0";"44890"
"44000";"MINISTERIO DO MEIO AMBIENTE";"44102";"SERVIÇO FLORESTAL BRASILEIRO - SFB";"NA";"NÃO APLICÁVEL";"NA";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"0";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26283";"FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL";"12";"EDUCACAO";"302";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";"3";"OUTRAS DESPESAS CORRENTES";"1542627";"1254671.6";"21131"
"26000";"MINISTERIO DA EDUCACAO";"26401";"HOSPITAL UNIVERSITÁRIO MARIA PEDROSSIAN";"12";"EDUCACAO";"302";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";"4";"INVESTIMENTOS";"511324";"6725";"128952.8"
"20000";"PRESIDENCIA DA REPUBLICA";"20415";"EMPRESA BRASIL DE COMUNICAÇÃO S.A. - EBC";"24";"COMUNICACOES";"122";"ADMINISTRACAO GERAL";"4";"INVESTIMENTOS";"333333";"0";"0"
"47000";"MINISTERIO DO PLANEJAMENTO, ORCAMENTO E GESTAO";"47205";"FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA";"NA";"NÃO APLICÁVEL";"NA";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"0";"0";"0"
"36000";"MINISTERIO DA SAUDE";"36201";"FUNDAÇÃO OSWALDO CRUZ";"NA";"NÃO APLICÁVEL";"NA";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"0";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26247";"UNIVERSIDADE FEDERAL DE SANTA MARIA";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"3";"OUTRAS DESPESAS CORRENTES";"80000";"59247.18";"0"
"28000";"MINISTERIO DO DESENV,IND. E COMERCIO EXTERIOR";"28202";"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA - INMETRO";"22";"INDUSTRIA";"122";"ADMINISTRACAO GERAL";"3";"OUTRAS DESPESAS CORRENTES";"75000000";"73350199.16";"7798743.79"
"25000";"MINISTERIO DA FAZENDA";"25201";"BANCO CENTRAL DO BRASIL";"04";"ADMINISTRACAO";"125";"NORMATIZACAO E FISCALIZACAO";"3";"OUTRAS DESPESAS CORRENTES";"5558889";"5112189.8";"0"
"52000";"MINISTERIO DA DEFESA";"52911";"FUNDO AERONÁUTICO";"05";"DEFESA NACIONAL";"302";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";"4";"INVESTIMENTOS";"20000000";"3630620.62";"6083127.34"
"26000";"MINISTERIO DA EDUCACAO";"26366";"HOSPITAL UNIVERSITÁRIO ANTONIO PEDRO";"NA";"NÃO APLICÁVEL";"NA";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"0";"0";"0"
"25000";"MINISTERIO DA FAZENDA";"25201";"BANCO CENTRAL DO BRASIL";"04";"ADMINISTRACAO";"121";"PLANEJAMENTO E ORCAMENTO";"3";"OUTRAS DESPESAS CORRENTES";"10295535";"8428164.67";"0"
"26000";"MINISTERIO DA EDUCACAO";"26247";"UNIVERSIDADE FEDERAL DE SANTA MARIA";"12";"EDUCACAO";"571";"DESENVOLVIMENTO CIENTIFICO";"4";"INVESTIMENTOS";"0";"0";"36851.29"
"36000";"MINISTERIO DA SAUDE";"36201";"FUNDAÇÃO OSWALDO CRUZ";"10";"SAUDE";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"23130000";"20110192.19";"1549516.48"
"52000";"MINISTERIO DA DEFESA";"52931";"FUNDO NAVAL";"05";"DEFESA NACIONAL";"545";"METEOROLOGIA";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"17771.44"
"52000";"MINISTERIO DA DEFESA";"52921";"FUNDO DO EXÉRCITO";"05";"DEFESA NACIONAL";"153";"DEFESA TERRESTRE";"5";"INVERSOES FINANCEIRAS";"143000";"0";"0"
"52000";"MINISTERIO DA DEFESA";"52911";"FUNDO AERONÁUTICO";"05";"DEFESA NACIONAL";"303";"SUPORTE PROFILATICO E TERAPEUTICO";"4";"INVESTIMENTOS";"73333";"0";"0"
"25000";"MINISTERIO DA FAZENDA";"25201";"BANCO CENTRAL DO BRASIL";"04";"ADMINISTRACAO";"131";"COMUNICACAO SOCIAL";"3";"OUTRAS DESPESAS CORRENTES";"959340";"955402.16";"0"
"20000";"PRESIDENCIA DA REPUBLICA";"20930";"FUNDO NACIONAL DE AVIAÇÃO CIVIL - FNAC";"26";"TRANSPORTE";"781";"TRANSPORTE AEREO";"3";"OUTRAS DESPESAS CORRENTES";"17635000";"3385511.9";"0"
"26000";"MINISTERIO DA EDUCACAO";"26276";"FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"3";"OUTRAS DESPESAS CORRENTES";"56000";"0";"0"
"53000";"MINISTERIO DA INTEGRACAO NACIONAL";"53203";"SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO NORDESTE";"19";"CIENCIA E TECNOLOGIA";"573";"DIFUSAO DO CONHECIMENTO CIENTIFICO E TECNOLOGICO";"4";"INVESTIMENTOS";"18496432";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26294";"HOSPITAL DE CLÍNICAS DE PORTO ALEGRE - HCPA";"NA";"NÃO APLICÁVEL";"NA";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"0";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26325";"CENTRO FEDERAL DE EDUCACAO TEC. DE RIO VERDE";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"0"
"33000";"MINISTERIO DA PREVIDENCIA SOCIAL";"33101";"MINISTÉRIO DA PREVIDÊNCIA SOCIAL";"09";"PREVIDENCIA SOCIAL";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"750000";"448475.72";"0"
"36000";"MINISTERIO DA SAUDE";"36901";"FUNDO NACIONAL DE SAÚDE";"10";"SAUDE";"422";"DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS";"3";"OUTRAS DESPESAS CORRENTES";"83200000";"25987086.34";"32582404.52"
"36000";"MINISTERIO DA SAUDE";"36201";"FUNDAÇÃO OSWALDO CRUZ";"10";"SAUDE";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"10469176";"10436098.3";"0"
"36000";"MINISTERIO DA SAUDE";"36901";"FUNDO NACIONAL DE SAÚDE";"10";"SAUDE";"364";"ENSINO SUPERIOR";"3";"OUTRAS DESPESAS CORRENTES";"343235388";"162458397.68";"69532826.14"
"36000";"MINISTERIO DA SAUDE";"36213";"AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR";"10";"SAUDE";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"250000";"237108.73";"0"
"36000";"MINISTERIO DA SAUDE";"36901";"FUNDO NACIONAL DE SAÚDE";"10";"SAUDE";"121";"PLANEJAMENTO E ORCAMENTO";"3";"OUTRAS DESPESAS CORRENTES";"23140000";"5241272.34";"18158678.09"
"36000";"MINISTERIO DA SAUDE";"36213";"AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR";"10";"SAUDE";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"103072620";"101467409.26";"0"
"55000";"MINISTERIO DO DESENVOLVIMENTO SOCIAL E COMBATE À FOME";"55101";"MINISTÉRIO DO DESENVOLVIMENTO SOCIAL E COMBATE À FOME";"08";"ASSISTENCIA SOCIAL";"212";"COOPERACAO INTERNACIONAL";"3";"OUTRAS DESPESAS CORRENTES";"6381219";"2259251.24";"0"
"36000";"MINISTERIO DA SAUDE";"36901";"FUNDO NACIONAL DE SAÚDE";"10";"SAUDE";"124";"CONTROLE INTERNO";"4";"INVESTIMENTOS";"3836667";"240786.53";"364957.28"
"36000";"MINISTERIO DA SAUDE";"36213";"AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR";"10";"SAUDE";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"96000";"90815";"0"
"36000";"MINISTERIO DA SAUDE";"36201";"FUNDAÇÃO OSWALDO CRUZ";"10";"SAUDE";"304";"VIGILANCIA SANITARIA";"4";"INVESTIMENTOS";"634667";"24352.14";"20060.9"
"33000";"MINISTERIO DA PREVIDENCIA SOCIAL";"33101";"MINISTÉRIO DA PREVIDÊNCIA SOCIAL";"09";"PREVIDENCIA SOCIAL";"183";"INFORMACAO E INTELIGENCIA";"3";"OUTRAS DESPESAS CORRENTES";"450000";"0";"0"
"36000";"MINISTERIO DA SAUDE";"36201";"FUNDAÇÃO OSWALDO CRUZ";"10";"SAUDE";"391";"PATRIMONIO HISTORICO, ARTISTICO E ARQUEOLOGICO";"3";"OUTRAS DESPESAS CORRENTES";"4366906";"3864296.75";"0"
"36000";"MINISTERIO DA SAUDE";"36201";"FUNDAÇÃO OSWALDO CRUZ";"10";"SAUDE";"183";"INFORMACAO E INTELIGENCIA";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"0"
"33000";"MINISTERIO DA PREVIDENCIA SOCIAL";"33201";"INSTITUTO NACIONAL DO SEGURO SOCIAL";"09";"PREVIDENCIA SOCIAL";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"3958013";"3908013";"0"
"36000";"MINISTERIO DA SAUDE";"36901";"FUNDO NACIONAL DE SAÚDE";"10";"SAUDE";"572";"DESENVOLVIMENTO TECNOLOGICO E ENGENHARIA";"4";"INVESTIMENTOS";"116333333";"11783089.15";"0"
"33000";"MINISTERIO DA PREVIDENCIA SOCIAL";"33101";"MINISTÉRIO DA PREVIDÊNCIA SOCIAL";"09";"PREVIDENCIA SOCIAL";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"3010000";"2944419.56";"0"
"26000";"MINISTERIO DA EDUCACAO";"26307";"ESCOLA AGROTECNICA FEDERAL DE BARREIROS";"12";"EDUCACAO";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26292";"FUNDAÇÃO JOAQUIM NABUCO";"12";"EDUCACAO";"243";"ASSISTENCIA A CRIANCA E AO ADOLESCENTE";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"0"
"55000";"MINISTERIO DO DESENVOLVIMENTO SOCIAL E COMBATE À FOME";"55101";"MINISTÉRIO DO DESENVOLVIMENTO SOCIAL E COMBATE À FOME";"28";"ENCARGOS ESPECIAIS";"844";"SERVICO DA DIVIDA EXTERNA";"2";"JUROS E ENCARGOS DA DIVIDA";"630000";"0";"0"
"38000";"MINISTERIO DO TRABALHO E EMPREGO";"38901";"FUNDO DE AMPARO AO TRABALHADOR";"11";"TRABALHO";"125";"NORMATIZACAO E FISCALIZACAO";"3";"OUTRAS DESPESAS CORRENTES";"2514775";"2367175.58";"313430.18"
"38000";"MINISTERIO DO TRABALHO E EMPREGO";"38901";"FUNDO DE AMPARO AO TRABALHADOR";"NA";"NÃO APLICÁVEL";"NA";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"0";"0";"0"
"22000";"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20";"AGRICULTURA";"752";"ENERGIA ELETRICA";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"0"
"38000";"MINISTERIO DO TRABALHO E EMPREGO";"38901";"FUNDO DE AMPARO AO TRABALHADOR";"11";"TRABALHO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"4";"INVESTIMENTOS";"0";"0";"2973284.67"
"30000";"MINISTERIO DA JUSTICA";"30907";"FUNDO PENITENCIÁRIO NACIONAL - FUNPEN";"NA";"NÃO APLICÁVEL";"NA";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"0";"0";"0"
"30000";"MINISTERIO DA JUSTICA";"30907";"FUNDO PENITENCIÁRIO NACIONAL - FUNPEN";"06";"SEGURANCA PUBLICA";"122";"ADMINISTRACAO GERAL";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"498225.21"
"30000";"MINISTERIO DA JUSTICA";"30907";"FUNDO PENITENCIÁRIO NACIONAL - FUNPEN";"99";"RESERVA DE CONTINGENCIA";"999";"RESERVA DE CONTINGENCIA";"9";"RESERVA DE CONTINGENCIA";"84890546";"0";"0"
"30000";"MINISTERIO DA JUSTICA";"30907";"FUNDO PENITENCIÁRIO NACIONAL - FUNPEN";"14";"DIREITOS DA CIDADANIA";"422";"DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS";"4";"INVESTIMENTOS";"780000";"0";"0"
"52000";"MINISTERIO DA DEFESA";"52131";"COMANDO DA MARINHA";"28";"ENCARGOS ESPECIAIS";"844";"SERVICO DA DIVIDA EXTERNA";"2";"JUROS E ENCARGOS DA DIVIDA";"185215412";"138473639.84";"0"
"56000";"MINISTERIO DAS CIDADES";"56101";"MINISTÉRIO DAS CIDADES";"28";"ENCARGOS ESPECIAIS";"844";"SERVICO DA DIVIDA EXTERNA";"2";"JUROS E ENCARGOS DA DIVIDA";"2197062";"2196665.23";"0"
"30000";"MINISTERIO DA JUSTICA";"30108";"DEPARTAMENTO DE POLÍCIA FEDERAL";"28";"ENCARGOS ESPECIAIS";"844";"SERVICO DA DIVIDA EXTERNA";"2";"JUROS E ENCARGOS DA DIVIDA";"19915345";"9534370.24";"0"
"44000";"MINISTERIO DO MEIO AMBIENTE";"44205";"AGÊNCIA NACIONAL DE ÁGUAS - ANA";"28";"ENCARGOS ESPECIAIS";"844";"SERVICO DA DIVIDA EXTERNA";"2";"JUROS E ENCARGOS DA DIVIDA";"604484";"4217.37";"0"
"42000";"MINISTERIO DA CULTURA";"42101";"MINISTÉRIO DA CULTURA";"28";"ENCARGOS ESPECIAIS";"844";"SERVICO DA DIVIDA EXTERNA";"2";"JUROS E ENCARGOS DA DIVIDA";"4535448";"958309.19";"0"
"47000";"MINISTERIO DO PLANEJAMENTO, ORCAMENTO E GESTAO";"47101";"MINISTÉRIO DO PLANEJAMENTO, ORÇAMENTO E GESTÃO";"28";"ENCARGOS ESPECIAIS";"844";"SERVICO DA DIVIDA EXTERNA";"2";"JUROS E ENCARGOS DA DIVIDA";"2394977";"1500742.57";"0"
"20000";"PRESIDENCIA DA REPUBLICA";"20101";"PRESIDÊNCIA DA REPÚBLICA";"28";"ENCARGOS ESPECIAIS";"844";"SERVICO DA DIVIDA EXTERNA";"2";"JUROS E ENCARGOS DA DIVIDA";"246375";"55623.74";"0"
"47000";"MINISTERIO DO PLANEJAMENTO, ORCAMENTO E GESTAO";"47101";"MINISTÉRIO DO PLANEJAMENTO, ORÇAMENTO E GESTÃO";"04";"ADMINISTRACAO";"846";"OUTROS ENCARGOS ESPECIAIS";"4";"INVESTIMENTOS";"0";"0";"890239.22"
"20000";"PRESIDENCIA DA REPUBLICA";"20927";"FUNDO DE IMPRENSA NACIONAL";"04";"ADMINISTRACAO";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"250000";"130234.46";"71370"
"01000";"CAMARA DOS DEPUTADOS";"01901";"FUNDO ROTATIVO DA CÂMARA DOS DEPUTADOS";"01";"LEGISLATIVA";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"3617048";"1255996.31";"230000"
"01000";"CAMARA DOS DEPUTADOS";"01901";"FUNDO ROTATIVO DA CÂMARA DOS DEPUTADOS";"01";"LEGISLATIVA";"031";"ACAO LEGISLATIVA";"3";"OUTRAS DESPESAS CORRENTES";"4810000";"1068718.02";"115552.99"
"35000";"MINISTERIO DAS RELACOES EXTERIORES";"35101";"MINISTÉRIO DAS RELAÇÕES EXTERIORES";"NA";"NÃO APLICÁVEL";"NA";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"NÃO APLICÁVEL";"0";"0";"0"
"52000";"MINISTERIO DA DEFESA";"52902";"FUNDO DE ADMINISTRAÇÃO DO HOSPITAL DAS FORÇAS ARMADAS";"05";"DEFESA NACIONAL";"122";"ADMINISTRACAO GERAL";"4";"INVESTIMENTOS";"7283334";"2234089.03";"1373442.71"
"36000";"MINISTERIO DA SAUDE";"36212";"AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA";"10";"SAUDE";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"1855000";"926380.79";"743986.48"
"32000";"MINISTERIO DE MINAS E ENERGIA";"32266";"AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA - ANEEL";"25";"ENERGIA";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"2496986";"2039403.06";"33986.38"
